Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
1852,22059,species,川褐头山雀,Poecile weigoldicus,5,莲花山自然保护区 (Lianhuashan NNR),CN-62,18 May 2025,L8753849,S268375958,,1
1853,25096,species,大树莺,Cettia major,1,喇叭河自然保护区 (Labahe NNR),CN-51,18 May 2025,L5924489,S291386478,,1
1854,3448,species,东方中杜鹃 (北方中杜鹃),Cuculus optatus,1,圆明园 (Old Summer Palace [Yuanming Yuan]),CN-11,18 May 2025,L1762807,S249217002,,1
1855,258,species,栗树鸭,Dendrocygna javanica,8,香额湖 (Xiang'e Lake),CN-53,18 May 2025,L13803432,S269407160,,1
1856,30277,species,Purple-rumped Sunbird,Leptocoma zeylonica,1,"Auto selected 7.24079, 79.84576",LK-12,18 May 2025,L45310688,S268356119,,1
1857,30033,species,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,1,"Auto selected 7.24079, 79.84576",LK-12,18 May 2025,L45310688,S268356119,,1
1858,7716,species,印度池鹭,Ardeola grayii,1,"Auto selected 7.24079, 79.84576",LK-12,18 May 2025,L45310688,S268356119,,1
1859,8800,species,Whiskered Screech Owl,Megascops trichopsis,3,Madera Canyon--Carrie Nation Trail,US-AZ,17 May 2025,L2413068,S239752267,,1
1860,3616,species,Mexican Whip-poor-will,Antrostomus arizonae,1,Madera Canyon--Carrie Nation Trail,US-AZ,17 May 2025,L2413068,S239752267,,1
1861,11463,species,Arizona Woodpecker,Leuconotopicus arizonae,1,Madera Canyon--Santa Rita Lodge,US-AZ,17 May 2025,L268114,S239506974,,1
1862,31857,species,林鹨,Anthus trivialis,1,Jærgesborg Dyrehaven--Eremitagesletten,DK-01,17 May 2025,L1260484,S239088349,,1
1863,29609,species,欧亚红尾鸲,Phoenicurus phoenicurus,10,Jærgesborg Dyrehaven--Eremitagesletten,DK-01,17 May 2025,L1260484,S239088349,,1
1864,25267,species,黑顶林莺,Sylvia atricapilla,10,Jærgesborg Dyrehaven--Eremitagesletten,DK-01,17 May 2025,L1260484,S239088349,,1
1865,24793,species,Western Bonelli's Warbler,Phylloscopus bonelli,1,Jærgesborg Dyrehaven--Eremitagesletten,DK-01,17 May 2025,L1260484,S239088349,,1
1866,4799,species,Lucifer Sheartail,Calothorax lucifer,1,Ash Canyon Bird Sanctuary (closed Thursday morning),US-AZ,17 May 2025,L199300,S239506987,,1
1867,19223,species,Cassin's Vireo,Vireo cassinii,1,Miller Canyon Trail,US-AZ,17 May 2025,L129031,S239506994,,1
1868,29978,species,Legge's Flowerpecker,Pachyglossa vincens,1,Sinharaja Office,LK-32,17 May 2025,L45365904,S249217035,,1
1869,29152,species,Tickell's Blue Flycatcher,Cyornis tickelliae,1,Sinharaja Office,LK-32,17 May 2025,L45365904,S249217035,,1
1870,25898,species,Dark-fronted Babbler,Dumetia atriceps,2,Sinharaja Office,LK-32,17 May 2025,L45365904,S249217035,,1
1871,24649,species,Black-capped Bulbul,Rubigula melanictera,3,Sinharaja Office,LK-32,17 May 2025,L45365904,S249217035,,1
1872,24605,species,Square-tailed Bulbul,Hypsipetes ganeesa,5,Sinharaja Office,LK-32,17 May 2025,L45365904,S249217035,,1
1873,20548,species,Sri Lanka Drongo,Dicrurus lophorinus,1,Sinharaja Office,LK-32,17 May 2025,L45365904,S249217035,,1
1874,9727,species,Sri Lanka Grey Hornbill,Ocyceros gingalensis,1,Sinharaja Office,LK-32,17 May 2025,L45365904,S249217035,,1
1875,9470,species,Malabar Trogon,Harpactes fasciatus,2,Sinharaja Office,LK-32,17 May 2025,L45365904,S249217035,,1
1876,3086,species,Green-billed Coucal,Centropus chlororhynchos,1,Sinharaja Office,LK-32,17 May 2025,L45365904,S249217035,,1
1877,33148,species,Yellow-eyed Junco,Junco phaeonotus,2,Carr Canyon--Reef Townsite CG,US-AZ,17 May 2025,L128937,S239507004,,1
1878,19231,species,Plumbeous Vireo,Vireo plumbeus,2,Carr Canyon--Reef Townsite CG,US-AZ,17 May 2025,L128937,S239507004,,1
1879,16989,species,Buff-breasted Flycatcher,Empidonax fulvifrons,3,Carr Canyon--Reef Townsite CG,US-AZ,17 May 2025,L128937,S239507004,,1
1880,16952,species,Willow Flycatcher,Empidonax traillii,1,Carr Canyon--Reef Townsite CG,US-AZ,17 May 2025,L128937,S239507004,,1
1881,4823,species,Calliope Hummingbird,Selasphorus calliope,1,Carr Canyon--Reef Townsite CG,US-AZ,17 May 2025,L128937,S239507004,,1
1882,26183,species,金额雀鹛,Schoeniparus variegaticeps,1,龙苍沟 (Longcanggou [General Area]),CN-51,17 May 2025,L3721533,S291387699,,1
1883,30501,species,Loten's Sunbird,Cinnyris lotenius,1,Deniyaya,LK-32,17 May 2025,L45275524,S249217037,,1
1884,25893,species,Tawny-bellied Babbler,Dumetia hyperythra,1,Deniyaya,LK-32,17 May 2025,L45275524,S249217037,,1
1885,24685,species,White-browed Bulbul,Pycnonotus luteolus,1,Deniyaya,LK-32,17 May 2025,L45275524,S249217037,,1
1886,12706,species,Sri Lanka Hanging Parrot,Loriculus beryllinus,1,Deniyaya,LK-32,17 May 2025,L45275524,S249217037,,1
1887,11624,species,Red-backed Flameback,Dinopium psarodes,2,Deniyaya,LK-32,17 May 2025,L45275524,S249217037,,1
1888,10755,species,Yellow-fronted Barbet,Psilopogon flavifrons,1,Deniyaya,LK-32,17 May 2025,L45275524,S249217037,,1
1889,10692,species,Crimson-fronted Barbet,Psilopogon rubricapillus,1,Deniyaya,LK-32,17 May 2025,L45275524,S249217037,,1
1890,1628,species,Sri Lanka Junglefowl,Gallus lafayettii,1,Deniyaya,LK-32,17 May 2025,L45275524,S249217037,,1
1891,31526,species,栗背岩鹨,Prunella immaculata,2,莲花山自然保护区 (Lianhuashan NNR),CN-62,17 May 2025,L8753849,S287757715,,1
1892,26885,species,白脸䴓,Sitta przewalskii,1,莲花山自然保护区 (Lianhuashan NNR),CN-62,17 May 2025,L8753849,S287757715,,1
1893,26753,species,黑额山噪鹛,Ianthocincla sukatschewi,2,莲花山自然保护区 (Lianhuashan NNR),CN-62,17 May 2025,L8753849,S287757715,,1
1894,24812,species,甘肃柳莺,Phylloscopus kansuensis,2,莲花山自然保护区 (Lianhuashan NNR),CN-62,17 May 2025,L8753849,S287757715,,1
1895,3611,species,Buff-collared Nightjar,Antrostomus ridgwayi,1,California Gulch/Warsaw Canyon confluence,US-AZ,16 May 2025,L3531642,S239008312,,1
1897,16912,species,Western Wood Pewee,Contopus sordidulus,1,Warsaw Tank,US-AZ,16 May 2025,L38781666,S239007638,,1
1898,33018,species,Black-throated Sparrow,Amphispiza bilineata,1,"Auto selected 31.47393, -111.27310",US-AZ,16 May 2025,L45210460,S239007567,,1
1899,32910,species,Rufous-winged Sparrow,Peucaea carpalis,1,"Auto selected 31.47393, -111.27310",US-AZ,16 May 2025,L45210460,S239007567,,1
1900,28391,species,Spot-winged Thrush,Geokichla spiloptera,1,Sinharaja Office,LK-32,16 May 2025,L45365904,S249217041,,1
1901,24525,species,Yellow-browed Bulbul,Acritillas indica,2,Sinharaja Office,LK-32,16 May 2025,L45365904,S249217041,,1
1902,34606,species,Lazuli Bunting,Passerina amoena,2,Box Canyon--old dam area,US-AZ,16 May 2025,L24317100,S238958091,,1
1903,26619,species,Yellow-billed Babbler,Argya affinis,7,Deniyaya,LK-32,16 May 2025,L45275524,S249217042,,1
1904,20464,species,White-bellied Drongo,Dicrurus caerulescens,4,Deniyaya,LK-32,16 May 2025,L45275524,S249217042,,1
1905,10748,species,Brown-headed Barbet,Psilopogon zeylanicus,1,Deniyaya,LK-32,16 May 2025,L45275524,S249217042,,1
1906,1573,species,蓝孔雀,Pavo cristatus,6,Deniyaya,LK-32,16 May 2025,L45275524,S249217042,,1
1907,28207,species,长嘴地鸫,Zoothera marginata,1,"姜家寨7号鸟塘，保山市, 云南省, CN (25.23, 98.692)",CN-53,16 May 2025,L45096232,S269407217,,1
1908,25500,species,褐翅鸦雀,Suthora brunnea,8,"龙川江边，保山市, 云南省, CN (25.248, 98.612)",CN-53,15 May 2025,L45020897,S269407267,,1
1909,23201,species,喜山山鹪莺,Prinia crinigera,4,"z005号 柱状节理路, 保山市, 云南省, CN (25.227, 98.607)",CN-53,15 May 2025,L45017005,S269407288,,1
1910,24214,species,西方毛脚燕,Delichon urbicum,2,Darroch Court,GB-SCT,15 May 2025,L24834049,S290962625,,1
1911,29499,species,绿背姬鹟,Ficedula elisae,2,小龙门国家森林公园 (Xiaolongmen National Forest Park),CN-11,14 May 2025,L5838938,S268356138,,1
1912,13384,species,仙八色鸫,Pitta nympha,3,南岭自然保护区--小坑周边 (Nanling NNR--Xiaokeng),CN-44,14 May 2025,L26462588,S269407308,,1
1913,28054,species,California Thrasher,Toxostoma redivivum,1,San Elijo Lagoon--east,US-CA,14 May 2025,L577740,S237799740,,1
1914,27137,species,California Gnatcatcher,Polioptila californica,2,San Elijo Lagoon--east,US-CA,14 May 2025,L577740,S237799740,,1
1915,25431,species,Wrentit,Chamaea fasciata,5,San Elijo Lagoon--east,US-CA,14 May 2025,L577740,S237799740,,1
1916,7560,species,American Bittern,Botaurus lentiginosus,1,San Elijo Lagoon--east,US-CA,14 May 2025,L577740,S237799740,,1
1917,7634,species,Reddish Egret,Egretta rufescens,1,Chula Vista Bayfront Park (J St.),US-CA,13 May 2025,L827977,S237513689,,1
1919,29357,species,中华短翅鸫,Brachypteryx sinensis,5,"湘粤交界处，清远市, 广东省, CN (24.927, 112.991)",CN-44,13 May 2025,L44870293,S269407362,,1
1920,27133,species,Black-tailed Gnatcatcher,Polioptila melanura,2,Sonny Bono Salton Sea NWR--Union Tract / Visitor Center,US-CA,12 May 2025,L673436,S237148722,,1
1921,7389,species,Brandt's Cormorant,Urile penicillatus,3,"Ballona Creek--mouth, jetties, and breakwater",US-CA,11 May 2025,L247561,S236430679,,1
1922,6888,species,Western Grebe,Aechmophorus occidentalis,8,"Ballona Creek--mouth, jetties, and breakwater",US-CA,11 May 2025,L247561,S236430679,,1
1923,6780,species,Elegant Tern,Thalasseus elegans,2,"Ballona Creek--mouth, jetties, and breakwater",US-CA,11 May 2025,L247561,S236430679,,1
1924,6134,species,漂鹬,Tringa incana,1,"Ballona Creek--mouth, jetties, and breakwater",US-CA,11 May 2025,L247561,S236430679,,1
1925,5806,species,Black Oystercatcher,Haematopus bachmani,1,"Ballona Creek--mouth, jetties, and breakwater",US-CA,11 May 2025,L247561,S236430679,,1
1926,19704,species,鹊色鹂,Oriolus mellianus,2,"鹊色鹂鸟点，良口镇，广州市, 广东省, CN (23.816, 113.717)",CN-44,11 May 2025,L44660552,S269407429,,1
1927,19247,species,Warbling Vireo (Western),Vireo swainsoni,1,Ballona Freshwater Marsh,US-CA,11 May 2025,L160935,S236379086,,1
1928,19197,species,Bell's Vireo,Vireo bellii,1,Ballona Freshwater Marsh,US-CA,11 May 2025,L160935,S236379086,,1
1929,17461,species,Cassin's Kingbird,Tyrannus vociferans,2,Ballona Freshwater Marsh,US-CA,11 May 2025,L160935,S236379086,,1
1930,6528,species,Western Gull,Larus occidentalis,2,Ballona Freshwater Marsh,US-CA,11 May 2025,L160935,S236379086,,1
1931,4831,species,Allen's Hummingbird,Selasphorus sasin,3,Ballona Freshwater Marsh,US-CA,11 May 2025,L160935,S236379086,,1
1932,12108,species,猎隼,Falco cherrug,1,百望山森林公园 (Baiwangshan Forest Park),CN-11,11 May 2025,L3527640,S236074155,,1
1933,23826,species,北短翅蝗莺,Locustella davidi,1,都统岩,CN-51,11 May 2025,L30338729,S268375962,,1
1934,33238,species,Saltmarsh Sparrow,Ammospiza caudacuta,1,Plumb Beach,US-NY,10 May 2025,L444485,S235878461,,1
1935,33222,species,Seaside Sparrow,Ammospiza maritima,1,Plumb Beach,US-NY,10 May 2025,L444485,S235878461,,1
1936,34060,species,Cape May Warbler,Setophaga tigrina,1,Central Park--The Ramble,US-NY,10 May 2025,L109518,S235785586,,1
1937,6219,species,小滨鹬,Calidris minuta,1,南堡滩涂 (Nanpu Mudflat),CN-13,10 May 2025,L5689517,S235618055,,1
1938,6056,species,半蹼鹬,Limnodromus semipalmatus,2,南堡滩涂 (Nanpu Mudflat),CN-13,10 May 2025,L5689517,S235618055,,1
1939,6019,species,小杓鹬,Numenius minutus,1,南堡滩涂 (Nanpu Mudflat),CN-13,10 May 2025,L5689517,S235618055,,1
1940,24938,species,库页岛柳莺,Phylloscopus borealoides,2,南汇东滩 (Nanhui Dongtan),CN-31,10 May 2025,L3550292,S235612452,,1
1941,30660,species,Greater Green Leafbird,Chloropsis sonnerati,1,Bukit Tinggi Downroad,MY-06,09 May 2025,L44434366,S269407456,,1
1942,18731,species,马来鹃鵙,Coracina larutensis,1,Bukit Fraser--Telekom Loop,MY-06,08 May 2025,L2521949,S269407539,,1
1943,29423,species,Malayan Whistling Thrush,Myophonus robinsoni,2,Bukit Fraser--Former Jelai Highland Resort Area,MY-06,08 May 2025,L2522026,S269407593,,1
1944,26494,species,Malayan Laughingthrush,Trochalopteron peninsulae,2,Bukit Fraser--Former Jelai Highland Resort Area,MY-06,08 May 2025,L2522026,S269407593,,1
1945,2837,species,斑皇鸠,Ducula bicolor,2,Singapore Botanic Gardens,SG-,07 May 2025,L952084,S236750642,,1
1946,25485,species,金色鸦雀,Suthora verreauxi,2,瓦屋山--珙桐山庄 (Wawu Mountain--Gongtong Villa [cableway station]),CN-51,07 May 2025,L35949987,S236051594,,1
1947,31133,species,白头文鸟,Lonchura maja,5,"Persiaran Masjid Sultan, Port Klang, Selangor, MY (2.927, 101.309)",MY-10,07 May 2025,L44294483,S234830542,,1
1948,18470,species,Golden-bellied Gerygone,Gerygone sulphurea,2,"Persiaran Masjid Sultan, Port Klang, Selangor, MY (2.927, 101.309)",MY-10,07 May 2025,L44294483,S234830542,,1
1949,11233,species,Sunda Pygmy Woodpecker,Yungipicus moluccensis,2,"Persiaran Masjid Sultan, Port Klang, Selangor, MY (2.927, 101.309)",MY-10,07 May 2025,L44294483,S234830542,,1
1950,9818,species,蓝喉蜂虎,Merops viridis,5,"Persiaran Masjid Sultan, Port Klang, Selangor, MY (2.927, 101.309)",MY-10,07 May 2025,L44294483,S234830542,,1
1951,13425,species,Mangrove Pitta,Pitta megarhyncha,1,"Jalan Tanpa Nama, Pulau Indah, Selangor, MY (2.914, 101.331)",MY-10,07 May 2025,L44290249,S234830547,,1
1952,11652,species,花腹绿啄木鸟,Picus vittatus,1,"Jalan Tanpa Nama, Pulau Indah, Selangor, MY (2.914, 101.331)",MY-10,07 May 2025,L44290249,S234830547,,1
1953,25443,species,褐鸦雀,Paradoxornis unicolor,4,瓦屋山--山顶 (Wawu Mountain--Summit [2800m]),CN-51,07 May 2025,L1265556,S236051577,,1
1954,30603,species,Long-billed Spiderhunter,Arachnothera robusta,1,Sungai Congkak Recreational Forest,MY-10,06 May 2025,L3510944,S234830555,,1
1955,29456,species,Chestnut-naped Forktail,Enicurus ruficapillus,1,Sungai Congkak Recreational Forest,MY-10,06 May 2025,L3510944,S234830555,,1
1956,24925,species,暗绿柳莺,Phylloscopus trochiloides,1,瓦屋山--山顶 (Wawu Mountain--Summit [2800m]),CN-51,06 May 2025,L1265556,S236051563,,1
1957,8990,species,Barred Eagle-Owl,Ketupa sumatrana,1,Taman Tasik Permaisuri,MY-14,06 May 2025,L22413309,S234830560,,1
1958,26597,species,灰胸薮鹛,Liocichla omeiensis,2,瓦屋山--珙桐山庄 (Wawu Mountain--Gongtong Villa [cableway station]),CN-51,06 May 2025,L35949987,S236051550,,1
1959,29130,species,中华仙鹟,Cyornis glaucicomans,4,宽阔水自然保护区 (Kuankuoshui NNR),CN-52,06 May 2025,L8660494,S233751054,,1
1960,24921,species,淡尾鹟莺,Phylloscopus soror,1,宽阔水自然保护区 (Kuankuoshui NNR),CN-52,06 May 2025,L8660494,S233751054,,1
1961,23663,species,钝翅苇莺,Acrocephalus concinens,3,宽阔水自然保护区 (Kuankuoshui NNR),CN-52,06 May 2025,L8660494,S233751054,,1
1962,19965,species,Maroon-breasted Philentoma,Philentoma velata,1,Bukit Tinggi--Japanese Garden,MY-06,06 May 2025,L4267622,S234830568,,1
1963,1608,species,Mountain Peacock-Pheasant,Polyplectron inopinatum,4,Bukit Tinggi--Japanese Garden,MY-06,06 May 2025,L4267622,S234830568,,1
1964,32173,species,点翅朱雀,Carpodacus verreauxii,1,瓦屋山--山顶 (Wawu Mountain--Summit [2800m]),CN-51,06 May 2025,L1265556,S236051442,,1
1965,25464,species,黄额鸦雀,Suthora fulvifrons,2,瓦屋山--山顶 (Wawu Mountain--Summit [2800m]),CN-51,06 May 2025,L1265556,S236051442,,1
1966,25444,species,三趾鸦雀,Paradoxornis paradoxus,2,瓦屋山--山顶 (Wawu Mountain--Summit [2800m]),CN-51,06 May 2025,L1265556,S236051442,,1
1967,25442,species,红嘴鸦雀,Paradoxornis aemodius,2,瓦屋山--山顶 (Wawu Mountain--Summit [2800m]),CN-51,06 May 2025,L1265556,S236051442,,1
1968,25424,species,灰头雀鹛,Fulvetta cinereiceps,2,瓦屋山--山顶 (Wawu Mountain--Summit [2800m]),CN-51,06 May 2025,L1265556,S236051442,,1
1969,25180,species,黄腹树莺,Horornis acanthizoides,1,瓦屋山--山顶 (Wawu Mountain--Summit [2800m]),CN-51,06 May 2025,L1265556,S236051442,,1
1970,23831,species,斑胸短翅蝗莺,Locustella thoracica,1,瓦屋山--山顶 (Wawu Mountain--Summit [2800m]),CN-51,06 May 2025,L1265556,S236051442,,1
1971,10685,species,Sooty Barbet,Caloramphus hayii,2,"Jalan Bukit Rengit, Lanchang, Pahang, MY (3.585, 102.171)",MY-06,05 May 2025,L44174797,S234830577,,1
1972,26237,species,Malayan Black-capped Babbler,Pellorneum nigrocapitatum,1,"Jalan Bukit Rengit, Lanchang, Pahang, MY (3.584, 102.165)",MY-06,05 May 2025,L44173462,S234830588,,1
1973,26095,species,Black-throated Babbler,Stachyris nigricollis,1,"Jalan Bukit Rengit, Lanchang, Pahang, MY (3.584, 102.165)",MY-06,05 May 2025,L44173462,S234830588,,1
1974,25933,species,Fluffy-backed Tit-Babbler,Macronus ptilosus,2,"Jalan Bukit Rengit, Lanchang, Pahang, MY (3.584, 102.165)",MY-06,05 May 2025,L44173462,S234830588,,1
1975,26271,species,Ferruginous Babbler,Pellorneum bicolor,1,Taman Negara NP--Sungai Relau,MY-06,05 May 2025,L2034077,S234830617,,1
1976,24678,species,Asian Red-eyed Bulbul,Pycnonotus brunneus,2,Taman Negara NP--Sungai Relau,MY-06,05 May 2025,L2034077,S234830617,,1
1977,24532,species,Streaked Bulbul,Ixos malaccensis,2,Taman Negara NP--Sungai Relau,MY-06,05 May 2025,L2034077,S234830617,,1
1978,23182,species,Rufous-tailed Tailorbird,Orthotomus sericeus,3,Taman Negara NP--Sungai Relau,MY-06,05 May 2025,L2034077,S234830617,,1
1979,20025,species,Green Iora,Aegithina viridissima,1,Taman Negara NP--Sungai Relau,MY-06,05 May 2025,L2034077,S234830617,,1
1980,13343,species,Garnet Pitta,Erythropitta granatina,1,Taman Negara NP--Sungai Relau,MY-06,05 May 2025,L2034077,S234830617,,1
1981,13294,species,Black-and-yellow Broadbill,Eurylaimus ochromalus,2,Taman Negara NP--Sungai Relau,MY-06,05 May 2025,L2034077,S234830617,,1
1982,11699,species,Checker-throated Woodpecker,Chrysophlegma mentale,2,Taman Negara NP--Sungai Relau,MY-06,05 May 2025,L2034077,S234830617,,1
1983,10710,species,Black-eared Barbet,Psilopogon duvaucelii,2,Taman Negara NP--Sungai Relau,MY-06,05 May 2025,L2034077,S234830617,,1
1984,8011,species,凤头鹰雕,Nisaetus cirrhatus,1,Taman Negara NP--Sungai Relau,MY-06,05 May 2025,L2034077,S234830617,,1
1985,16951,species,Alder Flycatcher,Empidonax alnorum,1,Robert C. Stuart Park,US-TX,05 May 2025,L3966635,S234846747,,1
1986,16924,species,Eastern Wood Pewee,Contopus virens,3,Robert C. Stuart Park,US-TX,05 May 2025,L3966635,S234846747,,1
1987,24681,species,Straw-headed Bulbul,Pycnonotus zeylanicus,1,Singapore Zoo,SG-,05 May 2025,L1120413,S236750693,,1
1988,24669,species,Olive-winged Bulbul,Pycnonotus plumosus,2,Singapore Zoo,SG-,05 May 2025,L1120413,S236750693,,1
1989,10044,species,鹳嘴翡翠,Pelargopsis capensis,1,Singapore Zoo,SG-,05 May 2025,L1120413,S236750693,,1
1990,33826,species,Bronzed/Bronze-brown Cowbird,Molothrus aeneus,3,Dryden goat feedlot,US-TX,04 May 2025,L18696386,S233262712,,1
1991,2484,species,红颈绿鸠,Treron vernans,5,Fort Canning Park,SG-,04 May 2025,L922737,S236750720,,1
1992,26151,species,Sooty-capped Babbler,Malacopteron affine,1,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830645,,1
1993,24662,species,Cream-vented Bulbul,Pycnonotus simplex,1,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830645,,1
1994,24632,species,Grey-bellied Bulbul,Rubigula cyaniventris,3,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830645,,1
1995,19962,species,Rufous-winged Philentoma,Philentoma pyrhoptera,2,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830645,,1
1996,9753,species,Wrinkled Hornbill,Rhabdotorrhinus corrugatus,2,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830645,,1
1997,4207,species,Whiskered Treeswift,Hemiprocne comata,2,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830645,,1
1998,3173,species,Chestnut-breasted Malkoha,Phaenicophaeus curvirostris,1,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830645,,1
1999,2525,species,Large Green Pigeon,Treron capellei,2,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830645,,1
2000,10184,species,白领翡翠,Todiramphus chloris,3,Gardens by the Bay,SG-,04 May 2025,L3884490,S236750743,,1
2002,2232,species,斑姬地鸠,Geopelia striata,5,Gardens by the Bay,SG-,04 May 2025,L3884490,S236750743,,1
2003,29007,species,Rufous-tailed Shama,Copsychus pyrropygus,2,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830758,,1
2004,26244,species,Mourning/Leaflitter/Glissando Babbler,Pellorneum malaccense,2,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830758,,1
2005,24629,species,Spectacled Bulbul,Rubigula erythropthalmos,2,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830758,,1
2006,24453,species,Yellow-bellied Bulbul,Alophoixus phaeocephalus,2,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830758,,1
2007,24448,species,Hairy-backed Bulbul,Tricholestes criniger,1,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830758,,1
2008,13246,species,Green Broadbill,Calyptomena viridis,1,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830758,,1
2009,9929,species,蓝耳翠鸟,Alcedo meninting,1,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830758,,1
2010,8378,species,渔雕,Icthyophaga humilis,1,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830758,,1
2011,1604,species,Malayan Peacock-Pheasant,Polyplectron malacense,1,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830758,,1
2012,1569,species,Great Argus,Argusianus argus,1,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830758,,1
2013,1563,species,Malayan Crested Fireback,Lophura rufa,1,Taman Negara NP--Sungai Relau,MY-06,04 May 2025,L2034077,S234830758,,1
2015,29536,species,玉头姬鹟,Ficedula sapphira,1,独龙江 (Dulong River Valley),CN-53,04 May 2025,L5226743,S235599707,,1
2016,24993,species,白斑尾柳莺,Phylloscopus ogilviegranti,1,那坡农田,CN-45,04 May 2025,L44055084,S232741964,,1
2017,28584,species,棕背黑头鸫,Turdus kessleri,5,巴西林场 (Baxi Forest),CN-51,04 May 2025,L3166903,S233396805,,1
2018,26773,species,大噪鹛,Ianthocincla maxima,2,巴西林场 (Baxi Forest),CN-51,04 May 2025,L3166903,S233396805,,1
2019,1525,species,蓝马鸡,Crossoptilon auritum,4,巴西林场 (Baxi Forest),CN-51,04 May 2025,L3166903,S233396805,,1
2020,34559,species,Black-headed Grosbeak,Pheucticus melanocephalus,6,Big Bend NP (please use more specific location if possible),US-TX,04 May 2025,L128913,S234846771,,1
2021,33979,species,Colima Warbler,Leiothlypis crissalis,1,Big Bend NP (please use more specific location if possible),US-TX,04 May 2025,L128913,S234846771,,1
2022,16975,species,Western Flycatcher,Empidonax difficilis,2,Big Bend NP (please use more specific location if possible),US-TX,04 May 2025,L128913,S234846771,,1
2023,16966,species,American Dusky Flycatcher,Empidonax oberholseri,14,Big Bend NP (please use more specific location if possible),US-TX,04 May 2025,L128913,S234846771,,1
2024,16964,species,Hammond's Flycatcher,Empidonax hammondii,1,Big Bend NP (please use more specific location if possible),US-TX,04 May 2025,L128913,S234846771,,1
2025,4752,species,Blue-throated Mountaingem,Lampornis clemenciae,1,Big Bend NP (please use more specific location if possible),US-TX,04 May 2025,L128913,S234846771,,1
2026,9095,species,Elf Owl,Micrathene whitneyi,2,Big Bend NP--Chisos Mountains Lodge area,US-TX,04 May 2025,L1234575,S233264647,,1
2027,8795,species,Flammulated Owl,Psiloscops flammeolus,1,Big Bend NP--Chisos Mountains Lodge area,US-TX,04 May 2025,L1234575,S233264647,,1
2028,32996,species,Clay-colored Sparrow,Spizella pallida,2,Dryden goat feedlot,US-TX,03 May 2025,L18696386,S232761194,,1
2029,18642,species,粉红山椒鸟,Pericrocotus roseus,3,芒坝 (Mangba),CN-53,03 May 2025,L12294419,S290982775,,1
2030,12369,species,大紫胸鹦鹉,Psittacula derbiana,15,芒坝 (Mangba),CN-53,03 May 2025,L12294419,S290982775,,1
2031,3789,species,黑顶蟆口鸱,Batrachostomus hodgsoni,1,芒坝 (Mangba),CN-53,03 May 2025,L12294419,S290982775,,1
2032,29940,species,Crimson-breasted Flowerpecker,Prionochilus percussus,1,"Jalan Tanpa Nama, Kuala Lipis, Pahang, MY (4.681, 102.056)",MY-06,03 May 2025,L43973897,S234830888,,1
2033,12719,species,Blue-crowned Hanging Parrot,Loriculus galgulus,10,"Jalan Tanpa Nama, Kuala Lipis, Pahang, MY (4.681, 102.056)",MY-06,03 May 2025,L43973897,S234830888,,1
2034,9728,species,Black Hornbill,Anthracoceros malayanus,10,"Jalan Tanpa Nama, Kuala Lipis, Pahang, MY (4.681, 102.056)",MY-06,03 May 2025,L43973897,S234830888,,1
2035,6728,species,白翅浮鸥,Chlidonias leucopterus,1,瑞安海滨 (Rui'an Coast),CN-33,03 May 2025,L10819494,S287757714,,1
2036,479,species,白眉鸭,Spatula querquedula,20,世园路（Shiyuan Road）,CN-21,03 May 2025,L43969272,S238158627,,1
2037,6185,species,长趾滨鹬,Calidris subminuta,1,锦州湾机场 (Jinzhou Bay Airport),CN-21,03 May 2025,L16503627,S232296331,,1
2038,33371,species,Rufous-crowned Sparrow,Aimophila ruficeps,1,"Auto selected 29.71833, -99.54898",US-TX,03 May 2025,L44032429,S234846816,,1
2039,29974,species,黄臀啄花鸟,Pachyglossa chrysorrhea,1,野象谷 (Elephant Valley),CN-53,03 May 2025,L5779291,S290982777,,1
2040,29498,species,白眉姬鹟,Ficedula zanthopygia,2,东方华地城,CN-21,03 May 2025,L13688800,S232268454,,1
